brand,en_name,kor_name,product_num,model,release,color,price,re_price,link
Salomon,Salomon XT-6 ADV White,살로몬 XT-6 ADV 화이트,25672,L41252900,20/04/27,WHITE/LUNAR ROCK,"260,000원","249,000",https://kream.co.kr/products/25672
Jordan,Jordan 1 Retro High OG Craft,조던 1 레트로 하이 OG 크래프트,46750,DH3097-001,21/12/18,BLACK/ARCHAEO BROWN-DARK CHOCOLATE,"199,000원","191,000",https://kream.co.kr/products/46750
Adidas,Adidas Superstar Core Black White,아디다스 슈퍼스타 코어 블랙 화이트,26344,EG4959,19/12/23,CORE BLACK/FOOTWEAR WHITE,"109,000원","160,000",https://kream.co.kr/products/26344
Essentials,Essentials The Core Collection Pullover Hoodie Heather Oatmeal,에센셜 코어 컬렉션 풀오버 후드 헤더 오트밀,46899,-,21/12/10,HEATHER OATMEAL,"$90 (약 107,600원)","152,000",https://kream.co.kr/products/46899
Jordan,Jordan 1 Mid Shadow,조던 1 미드 쉐도우,42994,554724-096,22/02/15,BLACK/PARTICLE GREY/WHITE/GYM RED,"139,000원","254,000",https://kream.co.kr/products/42994
Stussy,Stussy Basic Stussy Hoodie Black 2021,스투시 베이직 스투시 후드 블랙 2021,40116,1924649,-,BLACK,"138,000원","183,000",https://kream.co.kr/products/40116
New Balance,New Balance 327 Black,뉴발란스 327 블랙,24561,MS327CPG,20/08/08,BLACK/MUNSELL WHITE,"109,000원","109,000",https://kream.co.kr/products/24561
Nike,(W) Nike Dunk Low Coast,(W) 나이키 덩크 로우 코스트,28065,DD1503-100,21/01/04,SAIL/COAST/UNIVERSITY GOLD,"119,000원","428,000",https://kream.co.kr/products/28065
Jordan,Jordan 1 Low Black Particle Grey,조던 1 로우 블랙 파티클 그레이,36597,553558-040,21/06/29,BLACK/PARTICLE GREY-WHITE,"119,000원","369,000",https://kream.co.kr/products/36597
adidas Yeezy,Adidas Yeezy 500 Taupe Light,아디다스 이지 500 토프 라이트,35712,GX3605,21/06/05,TAUPE LIGHT/TAUPE LIGHT/TAUPE LIGHT,"249,000원","320,000",https://kream.co.kr/products/35712
Jordan,Jordan 1 Low OG Neutral Grey 2021,조던 1 로우 OG 뉴트럴 그레이 2021,36231,CZ0790-100,21/06/17,WHITE/WHITE-NEUTRAL GREY,"159,000원","280,000",https://kream.co.kr/products/36231
New Balance,New Balance 992 Made in USA Navy,뉴발란스 992 메이드 인 USA 네이비,26011,M992GG,20/07/11,NAVY/GREY,"259,000원","320,000",https://kream.co.kr/products/26011
Nike,Nike Dunk Low Retro University Blue,나이키 덩크 로우 레트로 유니버시티 블루,33799,DD1391-102,21/04/28,WHITE/UNIVERSITY BLUE-WHITE,"119,000원","480,000",https://kream.co.kr/products/33799
adidas Yeezy,Adidas Yeezy Foam RNNR MX Sand Grey,아디다스 이지 폼 러너 믹스 샌드 그레이,46665,GY3969,21/12/11,MX SAND GREY/MX SAND GREY/MX SAND GREY,"109,000원","260,000",https://kream.co.kr/products/46665
Nike,Nike x Stussy Air Force 1 Low Triple Black,나이키 x 스투시 에어포스 1 로우 트리플 블랙,27277,CZ9084-001,20/12/15,BLACK/BLACK/BLACK,"169,000원","335,000",https://kream.co.kr/products/27277
Jordan,Jordan 1 x Travis Scott Retro Low OG SP Mocha,조던 1 x 트래비스 스캇 레트로 로우 OG SP 모카,21342,CQ4277-001,19/07/21,BLACK/DARK MOCHA-UNIVERSITY RED-SAIL,"159,000원","2,590,000",https://kream.co.kr/products/21342
Jordan,Jordan 3 x Fragment Retro SP White Black,조던 3 x 프라그먼트 레트로 SP 화이트 블랙,25490,DA3595-100,20/09/17,WHITE/BLACK/WHITE,"239,000원","500,000",https://kream.co.kr/products/25490
Nike,Nike Dunk Low SE Dusty Olive,나이키 덩크 로우 SE 더스티 올리브,34942,DH5360-300,21/05/21,DUSTY OLIVE/PRO GOLD,"129,000원","330,000",https://kream.co.kr/products/34942
Alexander McQueen,Alexander McQueen Oversized Sneaker White Black,알렉산더 맥퀸 오버사이즈드 스니커 화이트 블랙,29438,553680WHGP59061,-,WHITE/BLACK,"720,000원","464,000",https://kream.co.kr/products/29438
Nintendo,Nintendo Switch OLED White (Korean Ver.),닌텐도 스위치 OLED 화이트 (국내 정식 발매 제품),44249,-,21/10/08,WHITE,"415,000원","388,000",https://kream.co.kr/products/44249
Arc'teryx,Arc'teryx Beta Jacket Black - 22SS,아크테릭스 베타 자켓 블랙 - 22SS,50099,29090,-,BLACK,"650,000원","505,000",https://kream.co.kr/products/50099
Dior,Dior Oblique Mitzah Scarf Navy Blue Silk Twill,디올 오블리크 미차 스카프 네이비 블루 실크 트윌,50407,15DOB106I600-C541,-,NAVY BLUE,"319,000원","359,000",https://kream.co.kr/products/50407
The North Face,The North Face 1996 Novelty Nuptse Jacket Woodland Camo,노스페이스 1996 노벨티 눕시 자켓 우드랜드 카모,49318,NJ1DM62H/NJ1DN56A,-,KHAKI,"319,000원","285,000",https://kream.co.kr/products/49318
Nike,Nike Air Force 1 '07 LX Off Noir,나이키 에어포스 1 '07 LX 오프 느와르,46894,DQ8571-001,22/01/23,OFF NOIR/OFF NOIR-BLACK,"159,000원","150,000",https://kream.co.kr/products/46894
Jordan,Jordan 1 Retro High OG Volt Gold,조던 1 레트로 하이 OG 볼트 골드,27732,555088-118,21/01/02,WHITE/VOLT/UNIVERSITY GOLD/BLACK,"199,000원","199,000",https://kream.co.kr/products/27732
New Balance,New Balance 530 Ivory,뉴발란스 530 아이보리,24008,MR530SH,20/03/06,IVORY,"99,000원","120,000",https://kream.co.kr/products/24008
Nike,Nike Air Max 95 OG Neon Yellow 2020,나이키 에어맥스 95 OG 네온 옐로우 2020,26730,CT1689-001,20/12/17,BLACK/NEON YELLOW-LIGHT GRAPHITE,"199,000원","210,000",https://kream.co.kr/products/26730
Nike,Nike Dunk High Retro University Red,나이키 덩크 하이 레트로 유니버시티 레드,45694,DD1399-106,21/11/19,WHITE/UNIVERSITY RED,"$110 (약 131,500원)","290,000",https://kream.co.kr/products/45694
Jordan,Jordan 1 Retro High OG University Gold Light Bordeaux,조던 1 레트로 하이 OG 유니버시티 골드 라이트 보르도,51669,555088-706,22/02/21,WHITE/UNIVERSITY GOLD/LIGHT BORDEAUX,"209,000원","250,000",https://kream.co.kr/products/51669
Nike,Nike ACG Gore-Tex Misery Ridge Jacket Hyper Royal - US/EU,나이키 ACG 고어텍스 미저리 릿지 자켓 하이퍼 로얄 - US/EU,38967,CV0634-405,-,HYPER ROYAL/LASER ORANGE,"€449 (약 610,900원)","290,000",https://kream.co.kr/products/38967
Nike,Nike NRG ACG Therma-FIT ADV Rope De Dope Black - Asia,나이키 NRG ACG 써마 핏 ADV 로프 드 도프 블랙 - 아시아,45460,DJ1257-010,-,BLACK,"249,000원","249,000",https://kream.co.kr/products/45460
Jordan,(W) Jordan 1 Low Light Madder Root,(W) 조던 1 로우 라이트 매더 루트,46751,DC0774-800,21/12/15,LIGHT MADDER ROOT/DARK TEAL GREEN,"¥13,200 (약 136,500원)","229,000",https://kream.co.kr/products/46751
Nike,(PS) Nike Dunk Low PRM Halloween,(PS) 나이키 덩크 로우 프리미엄 할로윈,43887,DM0088-100,22/01/18,SAIL/STARFISH-BLACK,"85,000원","176,000",https://kream.co.kr/products/43887
New Balance,(W) New Balance 993 Made in USA Grey - D Wide,(W) 뉴발란스 993 메이드 인 USA 그레이 - D 와이드,26734,WR993GL,18/08/20,GREY/WHITE,"$155 (약 185,400원)","260,000",https://kream.co.kr/products/26734
Nike,(GS) Nike Dunk Low Bright Crimson Game Royal,(GS) 나이키 덩크 로우 브라이트 크림슨 게임 로얄,37596,CW1590-104,21/08/12,WHITE/BRIGHT CRIMSON-GAME ROYAL-BLACK,"99,000원","186,000",https://kream.co.kr/products/37596
Nike,(W) Nike Dunk Low Pearl White,(W) 나이키 덩크 로우 펄 화이트,42196,DD1503-110,21/09/25,WHITE/PEARL WHITE,"119,000원","156,000",https://kream.co.kr/products/42196
Nike,Nike x Stussy NRG ZR Fleece Crewneck Black - US/EU,나이키 x 스투시 NRG ZR 플리스 크루넥 블랙 - US/EU,28039,DC4198-010,20/12/19,BLACK,"€100 (약 136,000원)","200,000",https://kream.co.kr/products/28039
adidas Yeezy,Adidas Yeezy Slide Pure (Re-Release Ver.),아디다스 이지 슬라이드 퓨어 (재발매 버전),47060,GW1934,21/12/13,PURE/PURE/PURE,"79,000원","187,000",https://kream.co.kr/products/47060
Nike,Nike NRG Solo Swoosh Satin Bomber Jacket Light Army - US/EU,나이키 NRG 솔로 스우시 사틴 봄버 자켓 라이트 아미 - US/EU,42356,DN1266-320,21/10/01,LIGHT ARMY/KUMQUAT/WHITE,"￡169 (약 274,000원)","230,000",https://kream.co.kr/products/42356
Nike,Nike Air Force 1 B Silver Snake,나이키 에어포스 1 B 실버 스네이크,28727,DJ6033-001,21/02/22,BLACK/SILVER/BLACK,"169,000원","222,000",https://kream.co.kr/products/28727
Nike,Nike x Ambush Dunk High Flash Lime,나이키 x 앰부쉬 덩크 하이 플래쉬 라임,37950,CU7544-300,21/07/30,ATOMIC GREEN/FLASH LIME-BLACK,"219,000원","220,000",https://kream.co.kr/products/37950
Nike,Nike Dunk Low Retro Championship Gold,나이키 덩크 로우 레트로 챔피언쉽 골드,42389,DD1391-701,22/01/07,MIDAS GOLD/TOUGH RED/WHITE,"119,000원","169,000",https://kream.co.kr/products/42389
Nike,(W) Nike Air Force 1 '07 LX Light Orewood Brown,(W) 나이키 에어포스 1 '07 LX 라이트 오우드 브라운,50571,DH4408-102,22/02/10,LIGHT OREWOOD BROWN/SAIL,"149,000원","143,000",https://kream.co.kr/products/50571
IAB Studio,IAB Studio Crewneck Sky Blue,아이앱 스튜디오 크루넥 스카이 블루,44232,-,21/11/08,SKY BLUE,"68,000원","190,000",https://kream.co.kr/products/44232
Lego,Lego Parisian Restaurant,레고 파리의 레스토랑,39098,10243,14/01/02,-,"$160 (약 191,300원)","280,000",https://kream.co.kr/products/39098
Jordan,Jordan x Russell Westbrook Honor the Gift Pullover Hoodie - Asia,조던 x 러셀 웨스트브룩 오너 더 기프트 풀오버 후드 - 아시아,51549,DJ7974-236,22/02/17,CHARCOAL,"159,000원","290,000",https://kream.co.kr/products/51549
Stussy,Stussy Basic Stussy Hoodie Ash Heather 2021,스투시 베이직 스투시 후드 애쉬 헤더 2021,40117,1924649,-,ASH HEATHER,"138,000원","166,000",https://kream.co.kr/products/40117
Nike,Nike x Sacai Blazer Low Iron Grey,나이키 x 사카이 블레이저 로우 아이언 그레이,38231,DD1877-002,21/07/31,IRON GREY/WHITE/WHITE,"139,000원","200,000",https://kream.co.kr/products/38231
Nike,(GS) Nike Air Force 1 LV8 Athletic Club Light Smoke Grey Marina,(GS) 나이키 에어포스 1 LV8 애슬레틱 클럽 라이트 스모크 그레이 마리나,50689,DH9597-001,21/12/01,LIGHT SMOKE GREY/MARINA/WHITE,"$85 (약 101,600원)","186,000",https://kream.co.kr/products/50689
Nike,Nike NRG Solo Swoosh Fleece Hoodie Black White - US/EU,나이키 NRG 솔로 스우시 플리스 후드 블랙 화이트 - US/EU,29555,CV0552-010,-,BLACK/WHITE,"€90 (약 122,400원)","135,000",https://kream.co.kr/products/29555
Jordan,Jordan 1 x SoleFly Retro Low OG SP Black and Sport Red,조던 1 x 솔플라이 레트로 로우 OG SP 블랙 앤 스포츠 레드,46941,DN3400-001,21/12/17,BLACK/SPORT RED-DESERT-GUM MEDIUM BROWN,"179,000원","230,000",https://kream.co.kr/products/46941
Off-White,Off-White x Amore Pacific Protection Box,오프화이트 x 아모레 퍼시픽 프로텍션 박스,29371,-,21/02/02,-,"195,000원","57,000",https://kream.co.kr/products/29371
Nike,Nike Air More Uptempo Black White 2020,나이키 에어 모어 업템포 블랙 화이트 2020,26107,414962-002,20/11/13,BLACK/WHITE/BLACK,"189,000원","233,000",https://kream.co.kr/products/26107
adidas Yeezy,Adidas Yeezy Boost 350 V2 MX Oat,아디다스 이지 부스트 350 V2 믹스 오트,43597,GW3773,21/10/23,MX OAT/MX OAT/MX OAT,"289,000원","279,000",https://kream.co.kr/products/43597
Jordan,(GS) Jordan 1 Retro High OG Hyper Royal,(GS) 조던 1 레트로 하이 OG 하이퍼 로얄,32745,575441-402,21/04/14,HYPER ROYAL/LIGHT SMOKE GREY/WHITE,"139,000원","365,000",https://kream.co.kr/products/32745
Nike,Nike Air Force 1 '07 QS Valentine's Day,나이키 에어포스 1 '07 QS 밸런타인데이,29189,DD3384-600,21/02/06,TULIP PINK/UNIVERSITY RED/WHITE,"169,000원","288,000",https://kream.co.kr/products/29189
Jordan,(GS) Jordan 1 Retro High OG University Blue,(GS) 조던 1 레트로 하이 OG 유니버시티 블루,30578,575441-134,21/03/06,WHITE/UNIVERSITY BLUE/BLACK,"139,000원","535,000",https://kream.co.kr/products/30578
Nike,(W) Nike Dunk Low Orange Pearl,(W) 나이키 덩크 로우 오렌지 펄,29218,DD1503-102,21/02/11,SAIL/ORANGE PEARL,"119,000원","224,000",https://kream.co.kr/products/29218
Jordan,Jordan 1 Mid SE Pine Green Light Smoke Grey,조던 1 미드 SE 파인 그린 라이트 스모크 그레이,44073,DC7294-103,21/12/07,WHITE/PINE GREEN-LIGHT SMOKE GREY,"159,000원","267,000",https://kream.co.kr/products/44073
Jordan,Jordan 1 Mid Light Smoke Grey,조던 1 미드 라이트 스모크 그레이,23354,554724-092,20/01/11,LIGHT SMOKE GREY/BLACK-WHITE,"139,000원","664,000",https://kream.co.kr/products/23354
Nike,Nike x Sacai VaporWaffle String & Black Villain Red,나이키 x 사카이 베이퍼와플 스트링 & 블랙 빌런 레드,26731,DD3035-200,20/12/17,STRING/BLACK-VILLAIN RED-NEPTUNE GREEN,"219,000원","530,000",https://kream.co.kr/products/26731
adidas Yeezy,Adidas Yeezy Boost 700 Wave Runner Solid Grey,아디다스 이지 부스트 700 웨이브 러너 솔리드 그레이,11866,B75571,17/11/02,SOLID GREY/CHALK WHITE/CORE BLACK,"$300 (약 358,800원)","568,000",https://kream.co.kr/products/11866
Jordan,(GS) Jordan 1 Retro High OG Shadow 2.0,(GS) 조던 1 하이 레트로 하이 OG 쉐도우 2.0,34376,575441-035,21/05/15,BLACK/LIGHT SMOKE GREY-WHITE,"139,000원","334,000",https://kream.co.kr/products/34376
Jordan,(W) Jordan 1 Zoom Air CMFT Light Bone,(W) 조던 1 줌 에어 컴포트 라이트 본,32877,CT0979-002,21/05/21,WHITE/LIGHT BONE/BLACK,"169,000원","340,000",https://kream.co.kr/products/32877
Nike,Nike Dunk Low SP City Market,나이키 덩크 로우 SP 시티 마켓,30333,DA6125-900,21/03/04,MULTI-COLOR/MULTI-COLOR,"129,000원","290,000",https://kream.co.kr/products/30333
Jordan,Jordan 1 x Paris Saint-Germain Zoom Air CMFT,조던 1 x 파리 생제르맹 줌 에어 컴포트,28718,DB3610-105,21/02/17,WHITE/BLACK-PSYCHIC PURPLE-HYPER PINK STYLE,"179,000원","377,000",https://kream.co.kr/products/28718
Supreme,Supreme x The North Face Bleached Denim Print Nuptse Jacket Indigo - 21FW,슈프림 x 노스페이스 블리치드 데님 프린트 눕시 자켓 인디고 - 21FW,47345,-,21/12/16,INDIGO,"$398 (약 476,000원)","635,000",https://kream.co.kr/products/47345
Jordan,Jordan 4 x Union Retro Off Noir,조던 4 x 유니온 레트로 오프 느와르,25061,DC9533-001,20/10/27,OFF-NOIR/BRIGADE BLUE-DARK SMOKE GREY-LIGHT FUSION RED,"299,000원","777,000",https://kream.co.kr/products/25061
Nike,Nike x Drake Nocta Golf Crew Neck Top Green - US/EU,나이키 x 드레이크 녹타 골프 크루넥 탑 그린 - US/EU,41630,DJ5584-397,21/09/23,GREEN,"$175 (약 209,300원)","276,000",https://kream.co.kr/products/41630
Salomon,Salomon RX Snow Moc 2 ADV Kangaroo,살로몬 RX 스노우 모크 2 ADV 캥거루,43405,L41514800,-,KANGAROO/TOBACCO BROWN/BLACK,"148,000원","239,000",https://kream.co.kr/products/43405
Supreme,Supreme Box Logo Hooded Sweatshirt Black - 21FW,슈프림 박스로고 후드 스웨트셔츠 블랙 - 21FW,46829,-,21/12/09,BLACK,"$168 (약 200,900원)","477,000",https://kream.co.kr/products/46829
Y-3,Y-3 Yohji Star White,Y-3 요지 스타 화이트,28880,H02579,21/01/21,COREWHITE/GREYONE/ BLACK,"$280 (약 334,900원)","490,000",https://kream.co.kr/products/28880
Nike,Nike x Travis Scott SB Dunk Low,나이키 x 트래비스 스캇 SB 덩크 로우,23498,CT5053-001,20/02/29,BLACK/BLACK-PARACHUTE BEIGE-PETRA BROWN,"179,000원","2,900,000",https://kream.co.kr/products/23498
IAB Studio,IAB Studio x Lee Denim Jacket Indigo/Indigo Medium,아이앱 스튜디오 x 리 데님 자켓 인디고/인디고 미디움,47696,-,21/12/27,INDIGO/INDIGO MEDIUM,"169,000원","350,000",https://kream.co.kr/products/47696
IAB Studio,IAB Studio x Lee Denim Jeans Black,아이앱 스튜디오 x 리 데님 진 블랙,47699,-,21/12/27,BLACK,"129,000원","179,000",https://kream.co.kr/products/47699
Golden Goose,Golden Goose Superstar White Silver Heel Tab Sneakers,골든구스 슈퍼스타 화이트 실버탭 스니커즈,35172,GMF00102-F000317-10273/GCOMS590-W77,-,WHITE/SILVER,-,"350,000",https://kream.co.kr/products/35172
Barbour,Barbour International Original Waxed Jacket Black,바버 인터네셔널 왁스드 자켓 블랙,43161,MWX0004BK51,-,BLACK,-,"319,000",https://kream.co.kr/products/43161
Balenciaga,Balenciaga Speed Trainer Black White 2021,발렌시아가 스피드 트레이너 블랙 화이트 2021,30753,645056W2DBQ1015,-,BLACK/WHITE,"$795 (약 950,900원)","787,000",https://kream.co.kr/products/30753
Chanel,Chanel Classic Card Holder Grained Calfskin & Gold Black,샤넬 클래식 카드 홀더 그레인드 카프스킨 & 골드 메탈 블랙,45128,AP0214-Y01864-C3906,-,BLACK/GOLD,-,"1,040,000",https://kream.co.kr/products/45128
Stone Island,Stone Island 63020 Crewneck Sweatshirt Melange Grey - 21FW,스톤 아일랜드 63020 크루넥 스웨트셔츠 멜란지 그레이 - 21FW,38985,751563020-V0M64,-,MELANGE GREY,"￡230 (약 372,900원)","320,000",https://kream.co.kr/products/38985
Mihara Yasuhiro,Maison Mihara Yasuhiro Blakey OG Sole Canvas Low-top Sneaker Black,메종 미하라 야스히로 블레이키 OG 솔 캔버스 로우탑 스니커 블랙,29074,A06FW704-BLACK,-,BLACK,"¥33,000 (약 341,300원)","730,000",https://kream.co.kr/products/29074
Supreme,Supreme Box Logo Hooded Sweatshirt White - 21FW,슈프림 박스로고 후드 스웨트셔츠 화이트 - 21FW,46830,-,21/12/09,WHITE,"$168 (약 200,900원)","530,000",https://kream.co.kr/products/46830
Mihara Yasuhiro,Maison Mihara Yasuhiro Peterson OG Sole Canvas Low Sneaker Black,메종 미하라 야스히로 피터슨 OG 솔 캔버스 로우 스니커 블랙,25707,A01FW702-BLACK,-,BLACK,"¥30,800 (약 318,500원)","650,000",https://kream.co.kr/products/25707
Louis Vuitton,Louis Vuitton Double Card Holder Monogram Eclipse,루이비통 더블 카드 홀더 모노그램 이클립스,45797,M62170,-,MONOGRAM/ECLIPSE,"390,000원","466,000",https://kream.co.kr/products/45797
Saint Laurent,Saint Laurent Gold Monogram Card Case in Grain De Poudre Embossed Leather Black,생로랑 그랑 드 뿌드르 텍스처드 마틀라세 레더 골드 모노그램 카드 홀더 블랙,37306,423291-BOW01-1000,-,BLACK/GOLD,-,"368,000",https://kream.co.kr/products/37306
Supreme,Supreme x Tiffany & Co. Box Logo T-Shirt White - 21FW,슈프림 x 티파니 앤 코 박스로고 티셔츠 화이트 - 21FW,45267,-,21/11/11,WHITE,"$54 (약 64,500원)","539,000",https://kream.co.kr/products/45267
Louis Vuitton,(W) Louis Vuitton Monogram Confidential Bandeau Black,(W) 루이비통 모노그램 컨피덴셜 방도 블랙,48883,M78656,-,BLACK,"310,000원","398,000",https://kream.co.kr/products/48883
Nike,Nike NRG Solo Swoosh Fleece Pants Black - US/EU,나이키 NRG 솔로 스우시 플리스 팬츠 블랙 - US/EU,30885,CW5460-010,-,BLACK,"€70 (약 95,200원)","127,000",https://kream.co.kr/products/30885
Palace,Palace Tri-Chenille Hood Black - 21FW,팔라스 트라이셔닐 후드 블랙 - 21FW,48409,-,21/12/31,BLACK,"$168 (약 200,900원)","240,000",https://kream.co.kr/products/48409
New Balance,(W) New Balance 327 Leather White Moonbeam,(W) 뉴발란스 327 레더 화이트 문빔,36739,WS327LA,-,WHITE/MOONBEAM,"$100 (약 119,600원)","109,000",https://kream.co.kr/products/36739
Nike,Nike Air Force 1 '07 First Use Black White,나이키 에어포스 1 '07 퍼스트 유즈 블랙 화이트,40093,DA8478-001,21/08/01,BLACK/WHITE/BLACK/SAIL,"129,000원","264,000",https://kream.co.kr/products/40093
New Balance,(W) New Balance 327 White - JD Sports Exclusive,(W) 뉴발란스 327 화이트 - JD 스포츠 한정,51057,WS327JW1,22/02/09,WHITE,"109,000원","124,000",https://kream.co.kr/products/51057
Nike,Nike Air Force 1 '07 LV8 Black Total Orange,나이키 에어포스 1 '07 LV8 블랙 토탈 오렌지,51553,DH7440-001,22/02/15,BLACK/TOTAL ORANGE/ROUGH GREEN/WHITE,"139,000원","131,000",https://kream.co.kr/products/51553
adidas Yeezy,Adidas Yeezy 700 V3 Kyanite,아디다스 이지 700 V3 카이아나이트,31853,GY0260,21/03/25,KYANITE/KYANITE/KYANITE,"269,000원","327,000",https://kream.co.kr/products/31853
Nike,Nike Air Force 1 '07 Low University Blue,나이키 에어포스 1 '07 로우 유니버시티 블루,44686,DC2911-400,21/11/06,UNIVERSITY BLUE/WHITE,"129,000원","212,000",https://kream.co.kr/products/44686
Essentials,Essentials The Core Collection Sweatpants Heather Oatmeal,에센셜 코어 컬렉션 스웨트팬츠 헤더 오트밀,46931,-,21/12/10,HEATHER OATMEAL,"$90 (약 107,600원)","164,000",https://kream.co.kr/products/46931
Jordan,Jordan 1 Low Varsity Red,조던 1 로우 바시티 레드,24621,553558-606,20/06/30,GYM RED/BLACK-GYM RED-WHITE,"119,000원","235,000",https://kream.co.kr/products/24621
Converse,Converse Run Star Hike Hi Black White Gum,컨버스 런스타 하이크 하이 블랙 화이트 검,23422,166800C,19/12/29,BLACK/WHITE-GUM,"109,000원","83,000",https://kream.co.kr/products/23422
Nike,Nike x Off-White Air Rubber Dunk University Gold,나이키 x 오프화이트 에어 러버 덩크 유니버시티 골드,25831,CU6015-700,20/10/01,UNIVERSITY GOLD/UNIVERSITY GOLD-BLACK,"229,000원","249,000",https://kream.co.kr/products/25831
Nike,(W) Nike Air Force 1 Fontanka Pearl White,(W) 나이키 에어포스 1 폰탄카 펄 화이트,43413,DA7024-200,21/10/18,PEARL WHITE/PEARL WHITE/UNIVERSITY RED/PEARL WHITE,"149,000원","249,000",https://kream.co.kr/products/43413
Pokemon,Pokemon Card Game Sword & Shield Expansion Pack 25th Anniversary Collection Box (Pack of 30),포켓몬 카드 게임 소드&실드 확장팩 25주년 기념 컬렉션 박스 (16팩),51611,-,21/10/22,-,"40,000원","58,000",https://kream.co.kr/products/51611
Nike,Nike Air Force 1 '07 LV8 Paisley Swoosh,나이키 에어포스 1 '07 LV8 페이즐리 스우시,33544,DJ4631-200,21/04/23,RATTAN/PALE IVORY/BLACK,"139,000원","289,000",https://kream.co.kr/products/33544
Nike,Nike Air Force 1 '07 LV8 Paisley Swoosh,나이키 에어포스 1 '07 LV8 페이즐리 스우시,33544,DJ4631-200,21/04/23,RATTAN/PALE IVORY/BLACK,"139,000원","289,000",https://kream.co.kr/products/33544
